"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L6MSKHF7","journalArticle","2010","Tse, Chi K.; Liu, Jing; Lau, Francis C. M.","A network perspective of the stock market","Journal of Empirical Finance","","0927-5398","10.1016/j.jempfin.2010.04.008","https://www.sciencedirect.com/science/article/pii/S0927539810000368","Complex networks are constructed to study correlations between the closing prices for all US stocks that were traded over two periods of time (from July 2005 to August 2007; and from June 2007 to May 2009). The nodes are the stocks, and the connections are determined by cross correlations of the variations of the stock prices, price returns and trading volumes within a chosen period of time. Specifically, a winner-take-all approach is used to determine if two nodes are connected by an edge. So far, no previous work has attempted to construct a full network of US stock prices that gives full information about their interdependence. We report that all networks based on connecting stocks of highly correlated stock prices, price returns and trading volumes, display a scalefree degree distribution. The results from this work clearly suggest that the variation of stock prices are strongly influenced by a relatively small number of stocks. We propose a new approach for selecting stocks for inclusion in a stock index and compare it with existing indexes. From the composition of the highly connected stocks, it can be concluded that the market is heavily dominated by stocks in the financial sector.","2010-09-01","2024-02-11 00:46:15","2024-02-11 00:46:15","2024-02-11 00:46:15","659-667","","4","17","","Journal of Empirical Finance","","","","","","","","","","","","","ScienceDirect","","","","C:\Users\maroa\Zotero\storage\ZSYXLI9G\Tse et al. - 2010 - A network perspective of the stock market.pdf","","","Degree distribution; Complex network; Stock market; Stock indexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWEZFE8A","conferencePaper","2019","Khazane, Anish; Rider, Jonathan; Serpe, Max; Gogoglou, Antonia; Hines, Keegan; Bruss, C. Bayan; Serpe, Richard","DeepTrax: Embedding Graphs of Financial Transactions","2019 18th IEEE International Conference On Machine Learning And Applications (ICMLA)","","","10.1109/ICMLA.2019.00028","https://ieeexplore.ieee.org/abstract/document/8999046","Financial transactions can be considered edges in a heterogeneous graph between entities sending money and entities receiving money. For financial institutions, such a graph is likely large (with millions or billions of edges) while also sparsely connected. It becomes challenging to apply machine learning to such large and sparse graphs. Graph representation learning seeks to embed the nodes of a graph into a euclidean vector space such that graph topological properties are preserved after the transformation. In this paper, we present a novel application of representation learning to bipartite graphs of credit card transactions in order to learn embeddings of account and merchant entities. Our framework is inspired by popular approaches in graph embeddings and is trained on two internal transaction datasets. This approach yields highly effective embeddings, as quantified by link prediction AUC and F1 score. Further, the resulting entity vectors retain intuitive semantic similarity that is explored through visualizations and other qualitative analyses. Finally, we show how these embeddings can be used as features in downstream machine learning business applications such as fraud detection.","2019-12","2024-02-11 01:04:13","2024-02-11 01:04:15","2024-02-11 01:04:13","126-133","","","","","","DeepTrax","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\maroa\Zotero\storage\W96X66MU\Khazane et al. - 2019 - DeepTrax Embedding Graphs of Financial Transactio.pdf","","","Bipartite graph; Credit cards; Embeddings; Financial Services; Graphs; Machine learning; Microsoft Windows; Representation Learning; Task analysis; Training; Unsupervised Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019 18th IEEE International Conference On Machine Learning And Applications (ICMLA)","","","","","","","","","","","","","","",""
"CPHGZS9G","conferencePaper","2016","Lopez-Rojas, Edgar Alonso; Elmir, Ahmad; Axelsson, Stefan","PAYSIM: A FINANCIAL MOBILE MONEY SIMULATOR FOR FRAUD DETECTION","","978-88-97999-68-3","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002406569&partnerID=40&md5=e0621b0cf8491562e7ee6e03049e9726","The lack of legitimate datasets on mobile money transactions to perform research on in the domain of fraud detection is a big problem today in the scientific community. Part of the problem is the intrinsic private nature of financial transactions, that leads to no public available data sets. This will leave the researchers with the burden of first harnessing the dataset before performing the actual research on it. This paper propose an approach to such a problem that we named the PaySim simulator. PaySim is a financial simulator that simulates mobile money transactions based on an original dataset. In this paper, we present a solution to ultimately yield the possibility to simulate mobile money transactions in such a way that they become similar to the original dataset. With technology frameworks such as Agent-Based simulation techniques, and the application of mathematical statistics, we show in this paper that the simulated data can be as prudent as the original dataset for research.","2016-09-26","2024-02-14 18:06:55","2024-02-17 17:05:44","","249 – 255","","","","","","PAYSIM","","","","","Dime University of Genoa","Dime University of Genoa","","","","","","ResearchGate","","","","C:\Users\maroa\Zotero\storage\GAGTZ2QL\Lopez-Rojas et al. - 2016 - PAYSIM A FINANCIAL MOBILE MONEY SIMULATOR FOR FRA.pdf; ","https://www.researchgate.net/publication/313138956_PAYSIM_A_FINANCIAL_MOBILE_MONEY_SIMULATOR_FOR_FRAUD_DETECTION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28th European Modeling and Simulation Symposium","","","","","","","","","","","","","","",""
"Y653UC2C","thesis","2020","Visser, F. L. C.","Detection of Money Laundering Transaction Network Structures and Typologies using Machine Learning Techniques","","","","","https://thesis.eur.nl/pub/53934","This thesis researches the detection of money laundering transactions network structures and  typologies using machine learning techniques. These techniques have potential benefits over  time consuming human investigations to detect money laundering transactions. Four machine  learning models – Decision Tree, Conditional Inference Tree, Random Forests, Neural  Network – are researched on synthetic data having various different combinations of money  laundering typologies. This thesis contributes to existing research by comparing the  performance of these four machine learning models, by comparing the performance on  various money laundering typologies, and by an analysis of the performance of the models on  data using an oversampling technique. Results indicate that – although some minor problems  have to be solved - machine learning models can be used for the detection of money  laundering transactions. Further research should be done on the fine tuning of each model to  achieve better performance. Furthermore, the models should be trained and tested on real  data to compare the performance on a real-life scenario.","2020-05-03","2024-02-14 18:33:07","2024-02-14 18:35:33","2024-02-14 18:33:07","","","","","","","","","","","","Erasmus University Rotterdam School of Economics","","en","","Master","","","thesis.eur.nl","","","","C:\Users\maroa\Zotero\storage\PXXLIZC6\Visser - 2020 - Detection of Money Laundering Transaction Network .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKPAR7FU","journalArticle","2018","Cai, HongYun; Zheng, Vincent W.; Chang, Kevin Chen-Chuan","A Comprehensive Survey of Graph Embedding: Problems, Techniques, and Applications","IEEE Transactions on Knowledge and Data Engineering","","1558-2191","10.1109/TKDE.2018.2807452","https://ieeexplore.ieee.org/abstract/document/8294302","Graph is an important data representation which appears in a wide diversity of real-world scenarios. Effective graph analytics provides users a deeper understanding of what is behind the data, and thus can benefit a lot of useful applications such as node classification, node recommendation, link prediction, etc. However, most graph analytics methods suffer the high computation and space cost. Graph embedding is an effective yet efficient way to solve the graph analytics problem. It converts the graph data into a low dimensional space in which the graph structural information and graph properties are maximumly preserved. In this survey, we conduct a comprehensive review of the literature in graph embedding. We first introduce the formal definition of graph embedding as well as the related concepts. After that, we propose two taxonomies of graph embedding which correspond to what challenges exist in different graph embedding problem settings and how the existing work addresses these challenges in their solutions. Finally, we summarize the applications that graph embedding enables and suggest four promising future research directions in terms of computation efficiency, problem settings, techniques, and application scenarios.","2018-09","2024-02-14 18:42:26","2024-02-14 18:43:25","2024-02-14 18:42:26","1616-1637","","9","30","","","A Comprehensive Survey of Graph Embedding","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Knowledge and Data Engineering","","C:\Users\maroa\Zotero\storage\HFKFBSQJ\8294302.html; C:\Users\maroa\Zotero\storage\4TDDPJCD\Cai et al. - 2018 - A Comprehensive Survey of Graph Embedding Problem.pdf","","Important","Machine learning; Task analysis; Electronic mail; graph analytics; Graph embedding; graph embedding survey; network embedding; Social network services; Taxonomy; Toy manufacturing industry; Two dimensional displays","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5G9G2II","conferencePaper","2008","Hagberg, Aric A; Schult, Daniel A; Swart, Pieter J","Exploring Network Structure, Dynamics, and Function using NetworkX","Proceedings of the 7th Python in Science conference (SciPy 2008)","","","","","etworkX is a Python language package for explo ration and analysis of networks and network algo rithms. The core package provides data structures for representing many types of networks, or graphs, including simple graphs, directed graphs, and graphs with parallel edges and self-loops. The nodes in Net workX graphs can be any (hashable) Python object and edges can contain arbitrary data; this flexibil ity makes NetworkX ideal for representing networks found in many different scientific fields. In addition to the basic data structures many graph algorithms are implemented for calculating network properties and structure measures: shortest paths, betweenness centrality, clustering, and degree dis tribution and many more. NetworkX can read and write various graph formats for easy exchange with existing data, and provides generators for many classic graphs and popular graph models, such as the Erdos-Renyi, Small World, and Barabasi-Albert models. The ease-of-use and flexibility of the Python pro gramming language together with connection to the SciPy tools make NetworkX a powerful tool for sci entific computations. We discuss some of our recent work studying synchronization of coupled oscillators to demonstrate how NetworkX enables research in the field of computational networks","2008","2024-02-14 18:45:11","2024-02-14 18:47:16","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\maroa\Zotero\storage\GPVLCIFC\Hagberg et al. - 2008 - Exploring Network Structure, Dynamics, and Functio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SP2RJGT3","book","2006","Chung, Fan R. K.; Lu, Linyuan","Complex Graphs and Networks","","978-0-8218-3657-6","","","","Through examples of large complex graphs in realistic networks, research in graph theory has been forging ahead into exciting new directions. Graph theory has emerged as a primary tool for detecting numerous hidden structures in various information networks, including Internet graphs, social networks, biological networks, or, more generally, any graph representing relations in massive data sets. How will we explain from first principles the universal and ubiquitous coherence in the structure of these realistic but complex networks? In order to analyze these large sparse graphs, we use combinatorial, probabilistic, and spectral methods, as well as new and improved tools to analyze these networks. The examples of these networks have led us to focus on new, general, and powerful ways to look at graph theory. The book, based on lectures given at the CBMS Workshop on the Combinatorics of Large Sparse Graphs, presents new perspectives in graph theory and helps to contribute to a sound scientific foundation for our understanding of discrete networks that permeate this information age.","2006","2024-02-14 20:12:15","2024-02-14 20:36:55","","","274","","","","","","","","","","American Mathematical Soc.","","en","","","","","Google Books","","Google-Books-ID: 4r4jDwAAQBAJ","","C:\Users\maroa\Zotero\storage\253PFKYD\Chung and Lu - 2006 - Complex Graphs and Networks.pdf; ","https://books.google.at/books?id=4r4jDwAAQBAJ","","Mathematics / Discrete Mathematics; Computers / Information Technology; Mathematics / Combinatorics; Mathematics / Graphic Methods; Mathematics / Probability & Statistics / General; Mathematics / Probability & Statistics / Stochastic Processes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEKH3Z52","journalArticle","2006","Behrisch, Michael; Taraz, Anusch","Efficiently covering complex networks with cliques of similar vertices","Theoretical Computer Science","","0304-3975","10.1016/j.tcs.2005.12.005","https://www.sciencedirect.com/science/article/pii/S030439750500914X","We describe a polynomial time algorithm for covering graphs with cliques, prove its asymptotic optimality in a random intersection graph model and present experimental results on complex real-world networks.","2006-04-06","2024-02-14 20:20:58","2024-02-14 20:21:00","2024-02-14 20:20:58","37-47","","1","355","","Theoretical Computer Science","","Complex Networks","","","","","","","","","","","ScienceDirect","","","","C:\Users\maroa\Zotero\storage\DJK7QYKF\Behrisch and Taraz - 2006 - Efficiently covering complex networks with cliques.pdf; C:\Users\maroa\Zotero\storage\46SG44ZH\S030439750500914X.html","","","Clique cover algorithm; Intersection graphs; Random graphs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4PN6IE9","journalArticle","2006","Boginski, Vladimir; Butenko, Sergiy; Pardalos, Panos M.","Mining market data: A network approach","Computers & Operations Research","","0305-0548","10.1016/j.cor.2005.01.027","https://www.sciencedirect.com/science/article/pii/S0305054805000286","We consider a network representation of the stock market data referred to as the market graph, which is constructed by calculating cross-correlations between pairs of stocks based on the opening prices data over a certain period of time. We study the evolution of the structural properties of the market graph over time and draw conclusions regarding the dynamics of the stock market development based on the interpretation of the obtained results.","2006-11-01","2024-02-14 20:29:22","2024-02-14 20:29:24","2024-02-14 20:29:22","3171-3184","","11","33","","Computers & Operations Research","Mining market data","Part Special Issue: Operations Research and Data Mining","","","","","","","","","","","ScienceDirect","","","","C:\Users\maroa\Zotero\storage\DMESIMPZ\Boginski et al. - 2006 - Mining market data A network approach.pdf; C:\Users\maroa\Zotero\storage\KWQH3LE8\S0305054805000286.html","","","Degree distribution; Data mining; Clique; Cross-correlation; Graph theory; Independent set; Market graph; Power-law model; Stock price fluctuations; Clustering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMQNZSF4","preprint","2015","Silva, Filipi N.; Comin, Cesar H.; Peron, Thomas K. DM; Rodrigues, Francisco A.; Ye, Cheng; Wilson, Richard C.; Hancock, Edwin; Costa, Luciano da F.","Modular Dynamics of Financial Market Networks","","","","10.48550/arXiv.1501.05040","http://arxiv.org/abs/1501.05040","The financial market is a complex dynamical system composed of a large variety of intricate relationships between several entities, such as banks, corporations and institutions. At the heart of the system lies the stock exchange mechanism, which establishes a time-evolving network of trades among companies and individuals. Such network can be inferred through correlations between time series of companies stock prices, allowing the overall system to be characterized by techniques borrowed from network science. Here we study the presence of communities in the inferred stock market network, and show that the knowledge about the communities alone can provide a nearly complete representation of the system topology. This is done by defining a simple null model, a randomized version of the studied network sharing only the sizes and interconnectivity between communities observed. We show that many topological characteristics of the inferred networks are carried over the networks generated by the null model. In particular, we find that in periods of instability, such as during a financial crisis, the network strays away from a state of well-defined community structure to a much more uniform topological organization. We show that the framework presented here provides a good null model representation of topological variations taking place in the market during crises. Also, the general approach used in this work can be extended to other systems.","2015-07-27","2024-02-14 20:36:10","2024-02-14 20:36:13","2024-02-14 20:36:10","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1501.05040 [physics, q-fin]","","C:\Users\maroa\Zotero\storage\R7I6KNTH\Silva et al. - 2015 - Modular Dynamics of Financial Market Networks.pdf; C:\Users\maroa\Zotero\storage\84ILL9KD\1501.html","","","Physics - Physics and Society; Quantitative Finance - Statistical Finance; 05C82","","","","","","","","","","","","","","","","","","","arXiv:1501.05040","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CILVTXAR","journalArticle","2011","Chen, Sheng; He, Haibo","Towards incremental learning of nonstationary imbalanced data stream: a multiple selectively recursive approach","Evolving Systems","","1868-6486","10.1007/s12530-010-9021-y","https://doi.org/10.1007/s12530-010-9021-y","Difficulties of learning from nonstationary data stream are generally twofold. First, dynamically structured learning framework is required to catch up with the evolution of unstable class concepts, i.e., concept drifts. Second, imbalanced class distribution over data stream demands a mechanism to intensify the underrepresented class concepts for improved overall performance. To alleviate the challenges brought by these issues, we propose the recursive ensemble approach (REA) in this paper. To battle against the imbalanced learning problem in training data chunk received at any timestamp t, i.e., $${{\mathcal{S}}_t,}$$REA adaptively pushes into $${{\mathcal{S}}_t}$$part of minority class examples received within [0, t − 1] to balance its skewed class distribution. Hypotheses are then progressively developed over time for all balanced training data chunks and combined together as an ensemble classifier in a dynamically weighted manner, which therefore addresses the concept drifts issue in time. Theoretical analysis proves that REA can provide less erroneous prediction results than a comparative algorithm. Besides that, empirical study on both synthetic benchmarks and real-world data set is also applied to validate effectiveness of REA as compared with other algorithms in terms of evaluation metrics consisting of overall prediction accuracy and ROC curve.","2011-03-01","2024-02-14 20:43:04","2024-02-14 20:43:06","2024-02-14 20:43:04","35-50","","1","2","","Evolving Systems","Towards incremental learning of nonstationary imbalanced data stream","","","","","","","en","","","","","Springer Link","","","","C:\Users\maroa\Zotero\storage\XXG975IJ\Chen and He - 2011 - Towards incremental learning of nonstationary imba.pdf","","","Concept drift; Ensemble learning; Imbalanced learning; Incremental learning; Nonstationary data; Stream data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RK8N4JTR","bookSection","2009","Wang, Yi; Zhang, Yang; Wang, Yong","Mining Data Streams with Skewed Distribution by Static Classifier Ensemble","Opportunities and Challenges for Next-Generation Applied Intelligence","978-3-540-92814-0","","","https://doi.org/10.1007/978-3-540-92814-0_11","In many data stream applications, the category distribution is imbalanced. However, current research community on data stream mining focus on mining balanced data streams, without enough attention being paid to the study of mining skewed data streams. In this paper, we proposed an clustering-sampling based ensemble algorithm with weighted majority voting for learning skewed data streams. We made experiments on synthetic data set simulating skewed data streams. The experiment results show that clustering-sampling outperforms under-sampling, and that compared with single window, the proposed ensemble based algorithm has better classification performance.","2009","2024-02-14 20:46:58","2024-02-14 20:46:58","2024-02-14 20:46:58","65-71","","","","","","","Studies in Computational Intelligence","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","DOI: 10.1007/978-3-540-92814-0_11","","","","","","Chien, Been-Chian; Hong, Tzung-Pei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2G3VP9J","preprint","2016","Perraudin, Nathanaël; Paratte, Johan; Shuman, David; Martin, Lionel; Kalofolias, Vassilis; Vandergheynst, Pierre; Hammond, David K.","GSPBOX: A toolbox for signal processing on graphs","","","","10.48550/arXiv.1408.5781","http://arxiv.org/abs/1408.5781","This document introduces the Graph Signal Processing Toolbox (GSPBox) a framework that can be used to tackle graph related problems with a signal processing approach. It explains the structure and the organization of this software. It also contains a general description of the important modules.","2016-03-15","2024-02-14 21:29:43","2024-02-14 21:29:44","2024-02-14 21:29:43","","","","","","","GSPBOX","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1408.5781 [cs, math]","","C:\Users\maroa\Zotero\storage\KWAZ7JXY\Perraudin et al. - 2016 - GSPBOX A toolbox for signal processing on graphs.pdf; C:\Users\maroa\Zotero\storage\Q5585DVR\1408.html","","","Computer Science - Information Theory","","","","","","","","","","","","","","","","","","","arXiv:1408.5781","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q43KQM9P","preprint","2020","Cardoso, José Vinícius de Miranda; Palomar, Daniel P.","Learning Undirected Graphs in Financial Markets","","","","10.48550/arXiv.2005.09958","http://arxiv.org/abs/2005.09958","We investigate the problem of learning undirected graphical models under Laplacian structural constraints from the point of view of financial market data. We show that Laplacian constraints have meaningful physical interpretations related to the market index factor and to the conditional correlations between stocks. Those interpretations lead to a set of guidelines that users should be aware of when estimating graphs in financial markets. In addition, we propose algorithms to learn undirected graphs that account for stylized facts and tasks intrinsic to financial data such as non-stationarity and stock clustering.","2020-11-09","2024-02-14 22:18:54","2024-02-14 22:18:55","2024-02-14 22:18:53","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2005.09958 [q-fin, stat]","","C:\Users\maroa\Zotero\storage\NU3HT3FU\Cardoso and Palomar - 2020 - Learning Undirected Graphs in Financial Markets.pdf; C:\Users\maroa\Zotero\storage\C66UE9XC\2005.html","","","Quantitative Finance - Computational Finance; Quantitative Finance - Statistical Finance; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2005.09958","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQBDR9FI","conferencePaper","2017","Hallac, David; Park, Youngsuk; Boyd, Stephen; Leskovec, Jure","Network Inference via the Time-Varying Graphical Lasso","Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","978-1-4503-4887-4","","10.1145/3097983.3098037","https://dl.acm.org/doi/10.1145/3097983.3098037","Many important problems can be modeled as a system of interconnected entities, where each entity is recording time-dependent observations or measurements. In order to spot trends, detect anomalies, and interpret the temporal dynamics of such data, it is essential to understand the relationships between the different entities and how these relationships evolve over time. In this paper, we introduce the time-varying graphical lasso (TVGL), a method of inferring time-varying networks from raw time series data. We cast the problem in terms of estimating a sparse time-varying inverse covariance matrix, which reveals a dynamic network of interdependencies between the entities. Since dynamic network inference is a computationally expensive task, we derive a scalable message-passing algorithm based on the Alternating Direction Method of Multipliers (ADMM) to solve this problem in an efficient way. We also discuss several extensions, including a streaming algorithm to update the model and incorporate new observations in real time. Finally, we evaluate our TVGL algorithm on both real and synthetic datasets, obtaining interpretable results and outperforming state-of-the-art baselines in terms of both accuracy and scalability.","2017-08-04","2024-02-14 22:19:41","2024-02-14 22:19:41","2024-02-14","205–213","","","","","","","KDD '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","C:\Users\maroa\Zotero\storage\882M74L7\Hallac et al. - 2017 - Network Inference via the Time-Varying Graphical L.pdf","","","admm; convex optimization; graphical lasso; network inference; time series analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJ59P55C","journalArticle","2014","Danaher, Patrick; Wang, Pei; Witten, Daniela M.","The Joint Graphical Lasso for Inverse Covariance Estimation Across Multiple Classes","Journal of the Royal Statistical Society Series B: Statistical Methodology","","1369-7412","10.1111/rssb.12033","https://doi.org/10.1111/rssb.12033","We consider the problem of estimating multiple related Gaussian graphical models from a high dimensional data set with observations belonging to distinct classes. We propose the joint graphical lasso, which borrows strength across the classes to estimate multiple graphical models that share certain characteristics, such as the locations or weights of non-zero edges. Our approach is based on maximizing a penalized log-likelihood. We employ generalized fused lasso or group lasso penalties and implement a fast alternating directions method of multipliers algorithm to solve the corresponding convex optimization problems. The performance of the method proposed is illustrated through simulated and real data examples.","2014-03-01","2024-02-17 13:49:25","2024-02-17 13:49:27","2024-02-17 13:49:25","373-397","","2","76","","Journal of the Royal Statistical Society Series B: Statistical Methodology","","","","","","","","","","","","","Silverchair","","","","C:\Users\maroa\Zotero\storage\2PQB42V9\Danaher et al. - 2014 - The Joint Graphical Lasso for Inverse Covariance E.pdf; C:\Users\maroa\Zotero\storage\FMQZNXL5\7076019.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4T3KESS","conferencePaper","2016","Pavez, Eduardo; Ortega, Antonio","Generalized Laplacian precision matrix estimation for graph signal processing","2016 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","10.1109/ICASSP.2016.7472899","https://ieeexplore.ieee.org/abstract/document/7472899","Graph signal processing models high dimensional data as functions on the vertices of a graph. This theory is constructed upon the interpretation of the eigenvectors of the Laplacian matrix as the Fourier transform for graph signals. We formulate the graph learning problem as a precision matrix estimation with generalized Laplacian constraints, and we propose a new optimization algorithm. Our formulation takes a covariance matrix as input and at each iteration updates one row/column of the precision matrix by solving a non-negative quadratic program. Experiments using synthetic data with generalized Laplacian precision matrix show that our method detects the nonzero entries and it estimates its values more precisely than the graphical Lasso. For texture images we obtain graphs whose edges follow the orientation. We show our graphs are more sparse than the ones obtained using other graph learning methods.","2016-03","2024-02-17 13:52:24","2024-02-17 13:52:24","2024-02-17 13:52:24","6350-6354","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2379-190X","","C:\Users\maroa\Zotero\storage\JKVBGWMK\7472899.html; C:\Users\maroa\Zotero\storage\ZUA4PIUR\Pavez and Ortega - 2016 - Generalized Laplacian precision matrix estimation .pdf","","","Covariance matrices; Estimation; generalized laplacian; graph learning; graph signal processing; Laplace equations; precision matrix estimation; Signal processing; Signal processing algorithms; Sparse matrices; Symmetric matrices","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","","","","","","","","","","","","","",""
"5IR2G996","journalArticle","2018","Pavez, Eduardo; Egilmez, Hilmi E.; Ortega, Antonio","Learning Graphs With Monotone Topology Properties and Multiple Connected Components","IEEE Transactions on Signal Processing","","1941-0476","10.1109/TSP.2018.2813337","https://ieeexplore.ieee.org/abstract/document/8309394","Recent papers have formulated the problem of learning graphs from data as an inverse covariance estimation problem with graph Laplacian constraints. While such problems are convex, existing methods cannot guarantee that solutions will have specific graph topology properties (e.g., being a tree), which are desirable for some applications. The problem of learning a graph with topology properties is in general non-convex. In this paper, we propose an approach to solve these problems by decomposing them into two sub-problems for which efficient solutions are known. Specifically, a graph topology inference (GTI) step is employed to select a feasible graph topology. Then, a graph weight estimation (GWE) step is performed by solving a generalized graph Laplacian estimation problem, where edges are constrained by the topology found in the GTI step. Our main result is a bound on the error of the GWE step as a function of the error in the GTI step. This error bound indicates that the GTI step should be solved using an algorithm that approximates the data similarity matrix by another matrix whose entries have been thresholded to zero to have the desired type of graph topology. The GTI stage can leverage existing methods, which are typically based on minimizing the total weight of removed edges. Since the GWE stage is an inverse covariance estimation problem with linear constraints, it can be solved using existing convex optimization methods. We demonstrate that our approach can achieve good results for both synthetic and texture image data.","2018-05","2024-02-17 13:54:31","2024-02-17 13:54:31","2024-02-17 13:54:31","2399-2413","","9","66","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Signal Processing","","C:\Users\maroa\Zotero\storage\HHB7T3T4\8309394.html; C:\Users\maroa\Zotero\storage\DZ6L8FRC\Pavez et al. - 2018 - Learning Graphs With Monotone Topology Properties .pdf","","","Bipartite graph; Covariance matrices; Estimation; graph signal processing; Laplace equations; Signal processing algorithms; Approximation algorithms; attractive GMRF; bipartite graphs; connected graph; graph Laplacian; Graph learning; graphical models; structure learning; Topology; trees","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B8ID94KN","conferencePaper","2020","Ying, Jiaxi; de Miranda Cardoso, José Vinícius; Palomar, Daniel","Nonconvex Sparse Graph Learning under Laplacian Constrained Graphical Model","Advances in Neural Information Processing Systems","","","","https://proceedings.neurips.cc/paper_files/paper/2020/hash/4ef42b32bccc9485b10b8183507e5d82-Abstract.html","","2020","2024-02-17 13:55:32","2024-02-17 13:55:32","2024-02-17 13:55:32","7101–7113","","","33","","","","","","","","Curran Associates, Inc.","","","","","","","Neural Information Processing Systems","","","","C:\Users\maroa\Zotero\storage\4TXACW8P\Ying et al. - 2020 - Nonconvex Sparse Graph Learning under Laplacian Co.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TYJI5CVN","journalArticle","2015","Bacry, Emmanuel; Mastromatteo, Iacopo; Muzy, Jean-François","Hawkes Processes in Finance","Market Microstructure and Liquidity","","2382-6266","10.1142/S2382626615500057","https://www.worldscientific.com/doi/abs/10.1142/S2382626615500057","In this paper we propose an overview of the recent academic literature devoted to the applications of Hawkes processes in finance. Hawkes processes constitute a particular class of multivariate point processes that has become very popular in empirical high-frequency finance this last decade. After a reminder of the main definitions and properties that characterize Hawkes processes, we review their main empirical applications to address many different problems in high-frequency finance. Because of their great flexibility and versatility, we show that they have been successfully involved in issues as diverse as estimating the volatility at the level of transaction data, estimating the market stability, accounting for systemic risk contagion, devising optimal execution strategies or capturing the dynamics of the full order book.","2015-06","2024-02-17 15:07:18","2024-02-17 15:07:19","2024-02-17 15:07:18","1550005","","01","01","","Mark. Microstructure Liq.","","","","","","","","","","","","","worldscientific.com (Atypon)","","Publisher: World Scientific Publishing Co.","","C:\Users\maroa\Zotero\storage\BRU6FTXB\Bacry et al. - 2015 - Hawkes Processes in Finance.pdf","","","risk contagion; Hawkes process; market stability; multivariate point process; price formation; price impact","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
